r;theta;x;y
0.609598;3.891987;-0.445872;-0.415702
0.017501;2.951080;-0.017184;0.003314
0.538877;1.073752;0.256952;0.473671
0.737916;0.441614;0.667123;0.315384
0.324966;3.407962;-0.313505;-0.085541
0.241990;3.482500;-0.228064;-0.080907
0.673185;0.168239;0.663680;0.112722
0.867750;0.983249;0.481012;0.722231
0.917759;3.046296;-0.913595;0.087327
0.092376;2.143842;-0.050086;0.077619
0.323726;4.716932;0.001471;-0.323723
0.116473;5.891944;0.107672;-0.044415
0.437032;0.181854;0.429825;0.079039
0.789124;5.725396;0.669514;-0.417693
0.196444;5.734305;0.167588;-0.102491
0.595853;2.025661;-0.261783;0.535267
0.048425;0.814967;0.033214;0.035239
0.308425;0.651277;0.245294;0.186968
0.300599;0.291169;0.287946;0.086294
0.173939;3.930541;-0.122556;-0.123429
0.588736;2.613365;-0.508492;0.296725
0.696174;1.645698;-0.052096;0.694222
0.959058;3.543239;-0.882735;-0.374929
0.934762;2.470354;-0.731967;0.581381
0.565109;0.170513;0.556914;0.095892
0.734373;5.584715;0.562403;-0.472236
0.294213;2.307173;-0.197596;0.217984
0.826567;4.594548;-0.097178;-0.820835
0.912494;0.829651;0.616055;0.673143
0.158823;3.928813;-0.112100;-0.112509
0.044687;1.702919;-0.005887;0.044298
0.947684;3.829375;-0.732233;-0.601614
0.400734;1.609180;-0.015378;0.400439
0.713118;1.367755;0.143799;0.698469
0.302451;5.573544;0.229438;-0.197066
0.359602;5.599493;0.278780;-0.227146
0.819339;0.350451;0.769538;0.281297
0.669460;4.890819;0.118819;-0.658831
0.136052;3.796445;-0.107908;-0.082861
0.687919;4.405525;-0.207800;-0.655783
0.631361;2.653339;-0.557589;0.296162
0.106348;5.815559;0.094931;-0.047938
0.305843;5.861678;0.279074;-0.125131
0.173172;4.616187;-0.016634;-0.172371
0.064959;5.330322;0.037634;-0.052947
0.359979;3.933262;-0.252942;-0.256135
0.119375;5.177439;0.053536;-0.106697
0.235462;0.229091;0.229310;0.053472
0.080124;2.921254;-0.078187;0.017512
0.254146;5.648125;0.204597;-0.150766
0.351989;3.856293;-0.265854;-0.230690
0.306466;4.320827;-0.116957;-0.283271
0.185876;6.131930;0.183754;-0.028008
0.982431;5.267069;0.517418;-0.835134
0.580150;4.211933;-0.278371;-0.509003
0.055793;4.573298;-0.007735;-0.055254
0.608995;1.018762;0.319369;0.518535
0.169790;2.709247;-0.154167;0.071142
0.611409;5.399236;0.387696;-0.472772
0.165879;4.249746;-0.074034;-0.148441
0.707662;0.265213;0.682920;0.185489
0.818718;2.157583;-0.453314;0.681766
0.866225;0.340423;0.816515;0.289220
0.379851;2.907236;-0.369467;0.088208
0.519112;3.983527;-0.345740;-0.387223
0.877981;2.434439;-0.667454;0.570400
0.764098;1.158915;0.305895;0.700196
0.591486;2.930019;-0.578297;0.124211
0.160374;3.606027;-0.143386;-0.071834
0.304607;1.614000;-0.013156;0.304323
0.760620;2.264466;-0.486313;0.584844
0.501092;2.322360;-0.342136;0.366109
0.038894;4.215276;-0.018548;-0.034186
0.800805;4.085974;-0.469467;-0.648760
0.046549;3.035005;-0.046285;0.004952
0.843023;4.738854;0.022308;-0.842728
0.041598;4.157841;-0.021904;-0.035364
0.097602;2.665170;-0.086733;0.044761
0.232273;6.244261;0.232097;-0.009039
0.403228;1.682241;-0.044845;0.400727
0.627803;1.766888;-0.122320;0.615771
0.655191;5.706728;0.549312;-0.357116
0.465657;1.549917;0.009722;0.465556
0.374581;0.894619;0.234419;0.292162
0.336947;1.228614;0.113060;0.317412
0.399260;0.613032;0.326558;0.229714
0.072293;5.657079;0.058580;-0.042363
0.983534;3.942950;-0.684276;-0.706474
0.087586;1.889297;-0.027427;0.083181
0.277843;0.842801;0.184870;0.207413
0.783727;0.759430;0.568381;0.539602
0.404700;5.185670;0.184466;-0.360214
0.298960;0.117207;0.296909;0.034960
0.765852;3.337842;-0.751151;-0.149335
0.012459;1.062361;0.006065;0.010883
0.798971;0.984041;0.442360;0.665336
0.450290;6.097919;0.442584;-0.082947
0.581221;2.716215;-0.529424;0.239850
0.733544;2.966631;-0.722345;0.127688
0.574682;0.442908;0.519230;0.246291
0.667694;6.119458;0.658765;-0.108832
0.684410;1.610632;-0.027257;0.683867
0.390646;4.196816;-0.192602;-0.339866
0.883880;6.249162;0.883368;-0.030067
0.968635;4.260471;-0.422995;-0.871395
0.645073;1.688380;-0.075675;0.640619
0.798942;0.312733;0.760190;0.245803
0.610391;3.859478;-0.459745;-0.401511
0.068427;2.364005;-0.048762;0.048006
0.145489;3.752557;-0.119169;-0.083461
0.545323;5.934217;0.512454;-0.186461
0.753853;3.216771;-0.751724;-0.056620
0.431327;5.349667;0.256644;-0.346665
0.944264;1.035915;0.481328;0.812378
0.323580;3.260640;-0.321290;-0.038430
0.235362;6.228365;0.235008;-0.012896
0.009241;5.779098;0.008092;-0.004463
0.763967;5.756906;0.660588;-0.383756
0.104068;4.070543;-0.062303;-0.083358
0.910825;0.456806;0.817434;0.401751
0.325922;3.492810;-0.306026;-0.112131
0.857769;4.028885;-0.541693;-0.665084
0.122023;2.941536;-0.119589;0.024249
0.255472;4.440968;-0.068492;-0.246119
0.360755;5.763648;0.313153;-0.179107
0.304040;5.693056;0.252617;-0.169189
0.378125;3.608094;-0.337721;-0.170067
0.934396;5.085937;0.340981;-0.869959
0.425672;5.520784;0.307837;-0.293995
0.974323;4.707696;-0.004573;-0.974312
0.397607;4.561825;-0.059639;-0.393109
0.256880;5.800643;0.227549;-0.119201
0.162161;0.130986;0.160772;0.021180
0.839441;1.672766;-0.085449;0.835081
0.185046;4.714060;0.000309;-0.185046
0.855284;0.171657;0.842714;0.146095
0.822516;4.480244;-0.189232;-0.800452
0.184889;5.934714;0.173776;-0.063133
0.697565;6.011205;0.671923;-0.187393
0.651341;0.366435;0.608099;0.233369
0.874026;6.002836;0.839903;-0.241835
0.480751;4.828653;0.055768;-0.477505
0.045979;2.608446;-0.039598;0.023369
0.577956;2.963477;-0.568812;0.102400
0.293807;0.431228;0.266910;0.122807
0.737257;1.305439;0.193349;0.711452
0.794669;3.207497;-0.792944;-0.052334
0.130968;6.011947;0.126180;-0.035090
0.531336;6.097260;0.522179;-0.098221
0.223060;1.462311;0.024151;0.221749
0.237027;3.736592;-0.196294;-0.132855
0.260054;0.374120;0.242066;0.095038
0.307750;2.795666;-0.289519;0.104348
0.004082;3.277737;-0.004044;-0.000554
0.401657;4.118144;-0.224881;-0.332802
0.579988;4.976509;0.151412;-0.559876
0.127156;3.625970;-0.112529;-0.059211
0.560540;1.087846;0.260312;0.496430
0.992238;0.870196;0.639673;0.758522
0.161140;5.041615;0.052098;-0.152486
0.207128;5.644795;0.166335;-0.123428
0.010165;3.255633;-0.010099;-0.001157
0.925238;0.886765;0.584679;0.717089
0.474981;6.113075;0.468125;-0.080410
0.627894;1.347071;0.139307;0.612245
0.205660;5.434459;0.135929;-0.154335
0.809090;6.170503;0.803959;-0.090977
0.924464;3.978469;-0.619193;-0.686465
0.427010;2.795377;-0.401673;0.144902
0.154861;2.167825;-0.087061;0.128072
0.100321;1.578342;-0.000757;0.100318
0.653408;4.673616;-0.025329;-0.652917
0.828293;1.344275;0.186026;0.807133
0.916965;5.155548;0.393191;-0.828387
0.868796;3.735084;-0.720226;-0.485881
0.622929;3.721386;-0.521127;-0.341272
0.009206;0.938997;0.005437;0.007429
0.110427;5.871285;0.101191;-0.044210
0.806931;0.639377;0.647536;0.481492
0.907370;2.732086;-0.832346;0.361275
0.316153;0.710188;0.239720;0.206124
0.816098;0.786931;0.576183;0.577952
0.611449;1.614238;-0.026554;0.610872
0.274789;3.485980;-0.258654;-0.092774
0.701812;2.699571;-0.634360;0.300213
0.899831;2.001100;-0.375362;0.817801
0.197203;3.476103;-0.186272;-0.064743
0.062315;0.160196;0.061517;0.009940
0.283539;3.114148;-0.283432;0.007781
0.362380;0.957155;0.208676;0.296266
0.606442;3.152029;-0.606409;-0.006329
0.744613;3.868231;-0.556533;-0.494691
0.651108;2.333525;-0.449848;0.470721
0.550093;6.122279;0.542987;-0.088132
0.473152;6.118660;0.466763;-0.077495
0.409217;4.959350;0.100036;-0.396801
0.603198;4.660031;-0.031568;-0.602371
0.430901;1.348667;0.094931;0.420314
0.514934;4.433981;-0.141517;-0.495106
0.769458;1.361855;0.159604;0.752723
0.651692;1.166423;0.256403;0.599133
0.051584;5.333771;0.030030;-0.041942
0.255233;3.959984;-0.174425;-0.186332
0.390744;3.385211;-0.379206;-0.094253
0.642235;4.732018;0.012605;-0.642111
0.691109;1.562484;0.005745;0.691085
0.254786;5.982058;0.243321;-0.075569
0.864326;2.653050;-0.763215;0.405662
0.323466;5.848207;0.293345;-0.136306
0.912989;5.005299;0.263616;-0.874103
0.904586;5.268815;0.477762;-0.768127
0.585923;0.151651;0.579198;0.088516
0.580226;3.350050;-0.567665;-0.120078
0.238783;0.597908;0.197358;0.134414
0.238867;3.296121;-0.236021;-0.036765
0.828258;2.556704;-0.690579;0.457287
0.710236;5.528210;0.517257;-0.486704
0.255808;6.066221;0.249811;-0.055067
0.026445;4.062406;-0.016004;-0.021053
0.504242;4.201447;-0.246574;-0.439842
0.916029;4.471762;-0.218300;-0.889637
0.917358;4.317598;-0.352830;-0.846792
0.663777;1.872615;-0.197313;0.633772
0.625765;3.164181;-0.625605;-0.014134
0.228807;3.385091;-0.222057;-0.055165
0.300213;4.082475;-0.176848;-0.242596
0.377313;2.528913;-0.308684;0.216978
0.673882;6.016395;0.650041;-0.177660
0.935666;2.695600;-0.844142;0.403603
0.569051;4.340959;-0.206536;-0.530247
0.953612;2.496366;-0.761901;0.573483
0.614149;1.132230;0.260793;0.556027
0.793504;5.466101;0.543035;-0.578586
0.145669;5.151892;0.061981;-0.131825
0.032862;1.044668;0.016503;0.028418
0.488630;5.962058;0.463651;-0.154229
0.394319;5.795240;0.348301;-0.184862
0.152410;3.609370;-0.136037;-0.068722
0.220377;4.889418;0.038810;-0.216933
0.078044;6.066648;0.076221;-0.016768
0.316929;5.621001;0.249946;-0.194861
0.131635;4.362051;-0.045179;-0.123639
0.297099;2.022363;-0.129647;0.267319
0.168133;4.706841;-0.000933;-0.168130
0.750887;4.631864;-0.060400;-0.748454
0.956354;1.387648;0.174177;0.940359
0.650846;3.584582;-0.588023;-0.278980
0.401051;2.791933;-0.376783;0.137391
0.956813;0.396299;0.882656;0.369337
0.780651;6.218312;0.779009;-0.050608
0.229337;4.936284;0.050920;-0.223613
0.454918;3.918546;-0.324380;-0.318948
0.707975;3.815954;-0.553003;-0.442059
0.198105;2.794158;-0.186268;0.067452
0.385503;4.979437;0.101729;-0.371838
0.410241;1.374667;0.079946;0.402376
0.687112;3.404707;-0.663465;-0.178711
0.913027;6.183980;0.908538;-0.090428
0.380098;3.754285;-0.310959;-0.218584
0.249680;0.823003;0.169788;0.183063
0.334697;4.538885;-0.057780;-0.329672
0.868189;3.153499;-0.868127;-0.010337
0.292890;1.691685;-0.035321;0.290752
0.946245;4.813272;0.095298;-0.941434
0.332313;4.567229;-0.048069;-0.328818
0.272083;0.490101;0.240055;0.128074
0.512531;4.567888;-0.073804;-0.507189
0.701659;4.629815;-0.057873;-0.699268
0.850682;2.614534;-0.735236;0.427887
0.181562;4.728336;0.002895;-0.181539
0.208618;3.718414;-0.174864;-0.113772
0.971323;5.628038;0.770218;-0.591804
0.650032;2.517685;-0.527567;0.379756
0.396293;3.433648;-0.379512;-0.114101
0.998215;1.019918;0.522501;0.850544
0.677468;5.336090;0.395670;-0.549916
0.401064;3.428464;-0.384674;-0.113482
0.351160;1.321392;0.086676;0.340295
0.331249;1.868657;-0.097214;0.316663
0.976362;1.130439;0.416186;0.883217
0.540655;1.561032;0.005279;0.540629
0.257917;3.578513;-0.233688;-0.109138
0.491800;6.029194;0.476022;-0.123574
0.306396;2.151878;-0.168189;0.256107
0.892045;0.027081;0.891718;0.024154
0.095020;3.876820;-0.070474;-0.063735
0.112466;0.416845;0.102836;0.045535
0.029098;1.752073;-0.005246;0.028621
0.467046;5.917146;0.436105;-0.167165
0.825333;2.923321;-0.805750;0.178720
0.620421;3.159192;-0.620325;-0.010918
0.830878;0.134994;0.823319;0.111823
0.564810;1.143785;0.233917;0.514094
0.231791;2.591261;-0.197567;0.121220
0.995797;1.307870;0.258815;0.961575
0.592327;3.370627;-0.576859;-0.134481
0.456600;5.342241;0.268949;-0.368985
0.622342;5.958973;0.589919;-0.198255
0.326173;2.796583;-0.306952;0.110314
0.807234;4.615440;-0.078138;-0.803443
0.449400;5.669036;0.367278;-0.258973
0.351585;3.530315;-0.325355;-0.133253
0.484950;2.391902;-0.354935;0.330451
0.840718;5.981567;0.802766;-0.249748
0.838779;4.184922;-0.422196;-0.724776
0.933610;2.885239;-0.903100;0.236722
0.685205;4.803420;0.062289;-0.682368
0.480685;4.815226;0.049345;-0.478146
0.462879;4.476619;-0.108125;-0.450073
0.178779;2.881946;-0.172786;0.045899
0.436982;1.806152;-0.101899;0.424935
0.995128;2.575691;-0.839993;0.533565
0.137703;0.840828;0.091827;0.102616
0.874686;6.158954;0.867945;-0.108384
0.578912;4.284636;-0.240148;-0.526752
0.714798;0.177896;0.703517;0.126490
0.584176;3.661432;-0.507006;-0.290184
0.590180;3.678667;-0.507088;-0.301950
0.479771;2.707412;-0.435255;0.201824
0.537475;2.001509;-0.224406;0.488387
0.613301;6.204250;0.611391;-0.048361
0.777750;1.875569;-0.233384;0.741908
0.268277;4.868130;0.041613;-0.265030
0.581226;4.593995;-0.068653;-0.577157
0.003615;4.775252;0.000227;-0.003608
0.189833;2.768359;-0.176764;0.069219
0.563816;4.406486;-0.169796;-0.537641
0.850532;4.407774;-0.255097;-0.811376
0.835136;4.556685;-0.129509;-0.825033
0.198099;2.601547;-0.169907;0.101858
0.923492;2.697051;-0.833736;0.397142
0.442362;0.150922;0.437334;0.066509
0.011984;3.448803;-0.011423;-0.003624
0.609498;3.089788;-0.608680;0.031561
0.496144;4.167794;-0.257038;-0.424370
0.326657;0.687663;0.252418;0.207340
0.650762;0.656009;0.515685;0.396938
0.924304;2.735649;-0.849186;0.364995
0.395546;3.176339;-0.395307;-0.013741
0.166549;2.508009;-0.134224;0.098603
0.781887;5.483550;0.544950;-0.560693
0.839760;2.172116;-0.475078;0.692457
0.574048;1.298383;0.154452;0.552880
0.563574;5.815321;0.503009;-0.254161
0.448215;4.785733;0.032844;-0.447010
0.855938;2.335504;-0.592588;0.617632
0.190922;5.118610;0.075441;-0.175385
0.395727;4.519238;-0.075961;-0.388368
0.363546;0.032836;0.363350;0.011935
0.211014;2.362742;-0.150183;0.148229
0.668551;0.339443;0.630404;0.222602
0.485487;5.250644;0.248880;-0.416841
0.674783;5.819128;0.603421;-0.302019
0.271058;0.441896;0.245021;0.115919
0.431673;5.993901;0.413736;-0.123142
0.469492;4.586179;-0.059098;-0.465758
0.826693;5.187423;0.378104;-0.735159
0.075616;5.762272;0.065587;-0.037632
0.032248;4.016156;-0.020682;-0.024743
0.842631;6.263180;0.842462;-0.016856
0.917216;4.389239;-0.291267;-0.869741
0.368523;3.923793;-0.261417;-0.259750
0.029573;1.763081;-0.005651;0.029028
0.343750;2.470040;-0.269107;0.213882
0.802181;0.446835;0.723422;0.346633
0.285513;6.202032;0.284573;-0.023145
0.125140;4.844336;0.016464;-0.124052
0.822750;5.026071;0.253870;-0.782603
0.213496;3.833748;-0.164365;-0.136253
0.870254;1.014866;0.459262;0.739202
0.564119;5.379023;0.348819;-0.443345
0.891434;5.699886;0.744035;-0.490985
0.681702;6.076161;0.667146;-0.140123
0.824259;1.447030;0.101755;0.817954
0.122594;1.151343;0.049928;0.111967
0.227118;0.250134;0.220050;0.056219
0.398163;0.703679;0.303586;0.257622
0.180653;2.687545;-0.162349;0.079236
0.392597;3.294921;-0.387991;-0.059961
0.337207;1.223826;0.114667;0.317112
0.595520;3.912665;-0.427085;-0.415021
0.181862;1.489190;0.014825;0.181257
0.910072;3.273320;-0.902188;-0.119535
0.036936;0.776401;0.026352;0.025882
0.131125;2.661193;-0.116283;0.060597
0.801442;1.329503;0.191511;0.778224
0.279640;4.353468;-0.098227;-0.261820
0.118762;3.001440;-0.117598;0.016590
0.176279;2.886326;-0.170567;0.044511
0.707997;5.122210;0.282098;-0.649369
0.158967;2.836651;-0.151633;0.047728
0.371388;3.500551;-0.347717;-0.130468
0.563461;3.468576;-0.533606;-0.180977
0.501218;2.968240;-0.493706;0.086453
0.076445;5.267980;0.040321;-0.064947
0.183540;1.183231;0.069366;0.169927
0.977497;2.295895;-0.648285;0.731592
0.425329;5.576761;0.323542;-0.276089
0.402720;2.904503;-0.391454;0.094589
0.527490;0.315397;0.501471;0.163624
0.885808;2.066741;-0.421523;0.779086
0.778146;4.283882;-0.323330;-0.707792
0.538160;2.596589;-0.460194;0.278993
0.159495;4.488959;-0.035340;-0.155530
0.872633;2.411763;-0.650363;0.581822
0.046017;0.198549;0.045113;0.009077
0.835312;2.622633;-0.725331;0.414296
0.105082;5.749900;0.090490;-0.053420
0.969447;3.809495;-0.761134;-0.600418
0.387536;3.532683;-0.358275;-0.147728
0.961077;3.588176;-0.866822;-0.415077
0.750561;5.897235;0.695350;-0.282541
0.452831;1.105149;0.203322;0.404619
0.826144;2.336736;-0.572695;0.595428
0.154508;5.466283;0.105758;-0.112641
0.422101;3.497655;-0.395625;-0.147138
0.198918;4.502524;-0.041440;-0.194554
0.238470;4.631198;-0.019340;-0.237684
0.129860;2.500488;-0.104074;0.077667
0.967870;3.259999;-0.961093;-0.114335
0.781810;0.087261;0.778835;0.068135
0.550446;3.877492;-0.408006;-0.369489
0.947645;1.079954;0.446690;0.835762
0.048599;5.762259;0.042153;-0.024187
0.778181;5.984652;0.743761;-0.228877
0.995688;1.606045;-0.035089;0.995070
0.039916;4.688821;-0.000941;-0.039905
0.194185;3.096021;-0.193983;0.008846
0.438492;3.372066;-0.426898;-0.100169
0.381003;0.687079;0.294554;0.241663
0.406667;2.007201;-0.171892;0.368553
0.666021;0.766153;0.479924;0.461798
0.036055;5.683085;0.029755;-0.020361
0.859015;1.042475;0.433016;0.741892
0.302457;2.156628;-0.167226;0.252023
0.684761;0.529465;0.591002;0.345853
0.873478;4.722185;0.008556;-0.873436
0.217741;5.159268;0.094097;-0.196359
0.923439;4.917799;0.188353;-0.904026
0.254568;1.369559;0.050884;0.249431
0.735180;1.572405;-0.001183;0.735179
0.989935;4.870072;0.155450;-0.977654
0.512858;1.156860;0.206280;0.469544
0.784195;2.938658;-0.768103;0.158050
0.720801;1.037970;0.366145;0.620880
0.577054;4.045240;-0.357051;-0.453327
0.484654;1.527292;0.021078;0.484195
0.765757;0.232867;0.745088;0.176713
0.147567;3.925558;-0.104495;-0.104196
0.202977;6.071920;0.198464;-0.042564
0.484362;2.538972;-0.399043;0.274538
0.566995;2.248375;-0.355454;0.441742
0.672001;1.891792;-0.212024;0.637676
0.695316;0.702416;0.530723;0.449218
0.083781;5.968297;0.079662;-0.025948
0.329765;5.145684;0.138456;-0.299291
0.716492;2.008734;-0.303845;0.648875
0.594057;4.685384;-0.016041;-0.593840
0.020172;5.620963;0.015908;-0.012403
0.213404;1.616821;-0.009818;0.213178
0.059803;4.966601;0.015039;-0.057881
0.901145;0.382074;0.836166;0.335988
0.549887;4.190269;-0.274239;-0.476622
0.097871;4.382233;-0.031729;-0.092585
0.808027;5.134625;0.331131;-0.737062
0.180183;5.081470;0.065002;-0.168049
0.737643;4.694658;-0.013078;-0.737527
0.166582;2.573876;-0.140450;0.089573
0.048267;2.376615;-0.034820;0.033426
0.521438;0.829682;0.352028;0.384674
0.328134;2.309416;-0.220922;0.242622
0.467361;3.524729;-0.433476;-0.174714
0.203608;3.630236;-0.179780;-0.095579
0.306681;1.406051;0.050296;0.302529
0.472374;0.228940;0.460049;0.107203
0.481106;0.304917;0.458914;0.144435
0.826896;5.646089;0.664681;-0.491890
0.109339;5.611733;0.085604;-0.068022
0.081858;4.546274;-0.013535;-0.080731
0.590590;5.591313;0.454785;-0.376785
0.057115;1.804060;-0.013202;0.055568
0.698626;4.993618;0.193894;-0.671180
0.034303;2.397412;-0.025235;0.023236
0.204404;3.763138;-0.166176;-0.119023
0.759810;4.560600;-0.114888;-0.751074
0.730970;3.796904;-0.579556;-0.445458
0.093397;4.490486;-0.020555;-0.091107
0.681627;1.866138;-0.198399;0.652115
0.292453;6.209722;0.291664;-0.021465
0.037138;4.805556;0.003455;-0.036977
0.024745;0.217373;0.024163;0.005337
0.329709;2.312175;-0.222654;0.243173
0.933199;2.758620;-0.865596;0.348717
0.261129;0.094606;0.259961;0.024668
0.678963;2.312658;-0.458749;0.500539
0.421294;4.624915;-0.036805;-0.419683
0.655196;3.997821;-0.429344;-0.494920
0.047189;1.293406;0.012923;0.045385
0.017833;1.580805;-0.000178;0.017832
0.804774;1.847231;-0.219645;0.774220
0.493787;0.327335;0.467568;0.158763
0.414644;0.650542;0.329955;0.251116
0.766780;0.604889;0.630727;0.436045
0.916894;0.372178;0.854121;0.333424
0.084579;5.994360;0.081076;-0.024090
0.340414;3.931245;-0.239683;-0.241731
0.988628;4.210507;-0.475605;-0.866709
0.510023;2.753166;-0.472029;0.193162
0.625524;1.806441;-0.146041;0.608237
0.969589;1.913148;-0.325494;0.913322
0.655576;2.455997;-0.507443;0.415068
0.556917;5.196974;0.259435;-0.492798
0.027157;3.795716;-0.021551;-0.016524
0.032976;3.527016;-0.030557;-0.012397
0.372052;2.224895;-0.226373;0.295259
0.371690;5.440233;0.247271;-0.277508
0.406200;4.940689;0.091932;-0.395660
0.969377;1.086865;0.451015;0.858066
0.882606;5.568605;0.666693;-0.578372
0.748566;3.038159;-0.744565;0.077289
0.356656;0.559078;0.302353;0.189172
0.625567;5.413819;0.403685;-0.477883
0.275456;0.851937;0.181395;0.207296
0.816168;5.661024;0.663235;-0.475657
0.423094;4.937063;0.094261;-0.412460
0.721819;3.738634;-0.596946;-0.405805
0.692994;4.995685;0.193707;-0.665371
0.422147;1.485992;0.035757;0.420630
0.399195;6.103958;0.392801;-0.071164
0.314197;1.807044;-0.073540;0.305470
0.325578;4.309562;-0.127633;-0.299518
0.669792;1.559047;0.007870;0.669746
0.472223;4.016017;-0.302902;-0.362278
0.937463;5.473792;0.646791;-0.678600
0.041792;4.310447;-0.016349;-0.038461
0.354719;5.747858;0.305094;-0.180950
0.775010;6.159319;0.769072;-0.095753
0.292789;0.317087;0.278193;0.091292
0.632228;0.684597;0.489771;0.399796
0.467798;0.347605;0.439820;0.159354
0.894715;1.191399;0.331367;0.831090
0.166697;0.653835;0.132317;0.101391
0.984705;0.660966;0.777326;0.604490
0.340564;5.656457;0.275840;-0.199740
0.076672;4.113991;-0.043191;-0.063349
0.704205;5.771747;0.614096;-0.344661
0.340650;2.349893;-0.239353;0.242389
0.683085;2.068582;-0.326160;0.600187
0.529518;3.899018;-0.384752;-0.363807
0.200406;0.550797;0.170768;0.104886
0.306577;0.449110;0.276175;0.133105
0.002463;3.756962;-0.002011;-0.001422
0.568116;1.855123;-0.159363;0.545307
0.164757;1.258805;0.050573;0.156803
0.920561;3.974460;-0.619314;-0.681090
0.772020;5.122537;0.307839;-0.707990
0.338524;5.898133;0.313737;-0.127152
0.435690;5.275249;0.232487;-0.368477
0.043914;4.877354;0.007211;-0.043318
0.256187;4.002000;-0.167067;-0.194217
0.431017;6.034321;0.417739;-0.106161
0.071892;1.809677;-0.017011;0.069851
0.850741;4.743661;0.026600;-0.850325
0.133596;2.389238;-0.097536;0.091294
0.375525;2.098597;-0.189127;0.324422
0.984273;1.246930;0.313230;0.933103
0.921832;6.199845;0.918633;-0.076737
0.796394;3.078440;-0.794806;0.050261
0.798340;3.000246;-0.790378;0.112467
0.690294;4.516995;-0.134023;-0.677159
0.110059;2.904805;-0.106988;0.025818
0.050531;6.062872;0.049310;-0.011043
0.917383;3.055017;-0.913947;0.079324
0.320870;6.040007;0.311429;-0.077262
0.778828;3.625756;-0.689313;-0.362520
0.114587;4.562830;-0.017074;-0.113308
0.053801;1.171688;0.020907;0.049573
0.530568;2.644555;-0.466369;0.252987
0.941457;4.173066;-0.483490;-0.807823
0.801153;5.235998;0.400584;-0.693815
0.514519;4.934977;0.113583;-0.501825
0.031790;2.741674;-0.029282;0.012377
0.288515;2.164784;-0.161473;0.239097
0.442652;3.790061;-0.352798;-0.267347
0.822040;0.835324;0.551537;0.609554
0.838461;2.817707;-0.794866;0.266842
0.111612;2.546852;-0.092448;0.062536
0.413388;0.182187;0.406546;0.074898
0.407918;1.574629;-0.001563;0.407915
0.506645;1.173360;0.196100;0.467155
0.344019;3.903322;-0.248947;-0.237433
0.429296;2.499577;-0.343819;0.257067
0.324065;6.031004;0.313815;-0.080860
0.335066;1.668324;-0.032626;0.333474
0.624029;0.855889;0.409080;0.471238
0.615209;0.870523;0.396457;0.470429
0.437997;1.026365;0.226853;0.374672
0.091251;1.525960;0.004090;0.091159
0.507888;3.354618;-0.496408;-0.107377
0.846072;2.072999;-0.407263;0.741603
0.183202;1.262198;0.055643;0.174548
0.294732;1.852377;-0.081899;0.283125
0.606230;1.410399;0.096821;0.598448
0.840163;0.088895;0.836846;0.074588
0.475082;5.423394;0.310037;-0.359973
0.717246;5.146564;0.301718;-0.650698
0.000745;0.920751;0.000451;0.000593
0.733273;2.040841;-0.332119;0.653748
0.106407;0.429387;0.096748;0.044299
0.106685;4.589465;-0.013081;-0.105880
0.720910;4.535794;-0.126648;-0.709698
0.385336;4.242784;-0.174378;-0.343622
0.885246;6.238820;0.884375;-0.039261
0.918124;5.714469;0.773605;-0.494456
0.526843;1.762735;-0.100502;0.517168
0.755766;1.422501;0.111667;0.747471
0.481434;0.317295;0.457402;0.150206
0.521213;3.795145;-0.413806;-0.316903
0.274971;5.514928;0.197738;-0.191073
0.618164;1.673878;-0.063609;0.614883
0.740888;2.107443;-0.378784;0.636740
0.085507;4.659824;-0.004493;-0.085389
0.998305;2.105703;-0.508897;0.858858
0.066444;0.657925;0.052575;0.040629
0.403472;4.332137;-0.149750;-0.374652
0.351500;4.025857;-0.222801;-0.271867
0.411376;1.590827;-0.008240;0.411293
0.315995;5.108066;0.121795;-0.291580
0.246127;4.715348;0.000728;-0.246126
0.722460;1.817870;-0.176690;0.700521
0.031020;3.004783;-0.030730;0.004231
0.032073;0.180993;0.031549;0.005773
0.528725;3.476399;-0.499367;-0.173732
0.632822;2.010927;-0.269619;0.572511
0.947366;4.821327;0.103000;-0.941750
0.586455;1.285577;0.165009;0.562762
0.619100;1.183212;0.233991;0.573178
0.462592;3.879270;-0.342333;-0.311126
0.523447;0.285188;0.502304;0.147265
0.238469;2.785160;-0.223481;0.083210
0.734870;0.668035;0.576903;0.455211
0.084007;0.918891;0.050967;0.066780
0.359509;5.757622;0.310990;-0.180366
0.959220;0.766480;0.690981;0.665318
0.666825;1.244272;0.213886;0.631592
0.927664;1.345839;0.206929;0.904290
0.676259;6.030206;0.654734;-0.169261
0.759355;1.287952;0.211927;0.729183
0.029375;5.708456;0.024656;-0.015968
0.525033;3.098195;-0.524539;0.022778
0.675867;3.944835;-0.469307;-0.486362
0.697699;5.097674;0.262212;-0.646552
0.816155;1.007144;0.436053;0.689904
0.428725;2.133782;-0.228816;0.362558
0.722033;1.153260;0.292791;0.660004
0.299226;2.870806;-0.288322;0.080040
0.289868;2.407924;-0.215292;0.194095
0.119502;1.041312;0.060359;0.103138
0.815939;3.738960;-0.674634;-0.458940
0.287719;6.277637;0.287715;-0.001596
0.793107;4.597627;-0.090819;-0.787890
0.213314;2.949114;-0.209375;0.040805
0.691472;3.072616;-0.689828;0.047658
0.190702;1.490365;0.015322;0.190085
0.397551;1.458252;0.044648;0.395036
