X(2,4); Y(2,4)
3.211968; 0.939350
3.222986; 1.137282
2.961608; 0.738612
3.980814; 0.520890
2.900434; 0.556800
2.894540; 0.140652
3.203072; 0.445248
2.943876; 0.284892
3.561452; 0.208688
2.163420; 0.978318
3.858056; 1.042732
3.294590; 1.444958
3.797324; 0.949404
2.361534; 0.634070
2.717756; 0.838032
3.276910; 0.962428
3.777384; 0.499896
2.099710; 0.738992
2.271212; 0.080524
2.292586; 0.204350
2.637324; 1.187126
2.345002; 0.873102
2.665080; 1.288878
3.157994; 0.226532
3.497568; 0.354118
2.237554; 0.388328
2.429554; 1.532144
3.833286; 0.226878
2.481548; 1.227526
3.893654; 1.199306
2.065558; 0.203268
2.161734; 1.842942
2.703166; 1.294150
3.614638; 0.974378
3.374674; 1.907224
3.178730; 1.044704
3.094352; 0.556436
2.950510; 1.759432
3.845316; 1.141208
3.018668; 0.375588
2.528030; 1.256224
2.763916; 0.957586
3.821072; 1.629908
2.217168; 0.302622
3.890138; 0.110822
2.534632; 1.955696
3.346796; 1.729070
2.831344; 0.049962
3.023220; 0.445982
2.057044; 1.430600
2.353208; 0.268478
2.475304; 0.480264
3.857620; 0.458518
3.272400; 1.702936
3.599726; 1.323772
2.078524; 0.127756
2.579996; 1.875144
3.085342; 0.401070
2.537756; 1.302512
3.736396; 0.427894
2.446038; 0.271028
3.416296; 1.792834
3.032802; 1.280344
2.875500; 0.056024
3.726326; 1.965250
3.486624; 1.112238
3.266432; 0.994632
2.625206; 1.124052
2.485854; 1.897606
3.859692; 0.085580
3.221380; 0.970920
3.246040; 0.834080
2.846066; 1.364088
2.267854; 1.383822
3.699304; 0.004250
2.844422; 1.178046
3.307982; 0.260718
2.003586; 0.340786
3.541062; 0.879086
3.429514; 0.300092
3.877040; 1.948842
2.445036; 0.176178
3.976178; 1.070242
2.332934; 0.462032
2.000554; 0.192628
2.547612; 1.221934
3.163548; 0.826356
3.088718; 1.042318
2.190444; 1.356574
3.458846; 1.889748
2.393528; 0.303268
2.100500; 1.701512
3.596690; 0.104086
3.075002; 0.170456
2.015876; 0.504516
3.503252; 1.892918
3.486062; 1.948288
3.101800; 1.462240
3.018532; 1.434734
3.924272; 1.019086
3.627362; 1.504588
3.273724; 1.823616
2.330944; 0.362442
3.898638; 0.521390
3.719016; 1.357484
3.443842; 0.112546
2.693456; 1.544342
2.846762; 1.322850
3.648428; 1.921764
3.493306; 1.664306
3.458984; 0.029264
2.589928; 0.945046
3.977552; 1.691728
3.439990; 0.028788
2.159166; 1.364262
3.047874; 0.819234
2.868850; 1.354302
2.642850; 1.199794
3.716746; 1.574192
2.753888; 0.468466
2.931678; 1.230436
3.613716; 0.657838
3.807482; 0.460478
3.980690; 1.455912
3.414946; 0.506700
2.152922; 1.906634
2.535964; 1.775554
2.851680; 1.546222
2.499986; 0.291670
3.575010; 0.659152
2.688636; 0.622886
3.478386; 1.557486
3.009892; 1.153940
3.789986; 0.726638
2.728134; 0.543874
3.195106; 0.692516
2.807014; 1.841526
3.350354; 0.614498
2.302006; 0.363748
3.103114; 0.749656
3.903154; 1.256036
2.656292; 1.471822
2.064294; 1.507972
3.018044; 0.564280
2.832348; 0.593056
3.223432; 0.553688
2.248646; 1.734524
2.111176; 1.258538
2.888464; 1.901162
3.985178; 0.649302
3.477740; 0.212988
3.341818; 0.284756
2.054514; 0.692174
2.899254; 1.389224
3.055922; 0.002368
2.138882; 1.991780
2.291108; 0.795174
3.463604; 1.388106
3.335850; 0.481648
3.952386; 1.200902
3.074704; 0.208522
3.754592; 1.323350
2.975750; 1.865768
3.614594; 1.864216
2.799634; 1.599772
2.513518; 1.310078
2.845464; 1.855338
3.594834; 1.932682
3.580216; 1.526792
2.354612; 1.668842
2.561864; 0.493494
3.660624; 1.885676
2.321372; 1.124228
3.273782; 1.657222
3.605876; 0.258872
3.890830; 1.713286
3.500100; 1.645422
2.069340; 0.475850
2.543894; 1.683934
3.372770; 0.376232
2.316410; 0.918994
3.686310; 0.194578
3.807036; 0.313850
2.127262; 0.419956
2.873346; 1.514578
2.088798; 0.467916
2.008072; 0.782126
3.386296; 1.362148
3.906354; 1.692784
2.052074; 0.544936
3.951656; 1.942904
3.290926; 0.484460
2.621030; 1.360266
3.993016; 1.164924
3.044202; 1.365786
3.541156; 0.393316
3.317484; 0.260172
2.587896; 1.124520
2.574022; 1.747862
3.544476; 0.480072
3.262440; 0.665980
2.947988; 1.270512
3.448106; 0.334286
3.665364; 0.387166
2.027070; 1.717438
3.964806; 1.011430
3.660344; 1.255732
2.528596; 0.281374
2.615998; 0.521612
2.479004; 0.692904
3.887398; 1.052864
3.086222; 1.204884
3.313036; 0.706822
3.362108; 0.919762
2.454684; 1.939290
2.432540; 1.717124
2.605270; 1.380528
2.020340; 0.053376
2.747518; 1.685704
3.473246; 1.807292
3.403142; 1.438052
3.851428; 0.096190
2.693784; 0.380024
3.410270; 0.342488
2.901636; 0.921978
2.068096; 1.821738
3.974842; 0.187022
3.026622; 0.320584
2.893844; 1.421436
2.273050; 1.348528
3.360726; 0.705590
3.065652; 1.965996
3.118824; 0.118696
3.052076; 0.899046
3.804400; 0.525324
2.706340; 0.240248
2.996080; 1.590472
3.369142; 1.689866
3.970496; 1.812116
3.065058; 0.872132
2.734094; 1.133154
2.693870; 0.708938
3.320178; 0.753198
2.062226; 0.214022
3.207338; 0.335276
3.562552; 0.568064
3.040868; 1.660908
3.566764; 0.159692
3.779606; 0.618840
3.058738; 0.616710
2.176868; 0.797782
3.889662; 1.172950
2.388254; 1.258806
3.895520; 1.391454
2.103626; 0.960578
2.263586; 0.837722
2.093732; 1.990162
2.579364; 1.413910
3.776064; 0.641590
2.660638; 0.983402
2.976866; 1.255894
2.584170; 1.050438
2.916802; 0.150934
2.242834; 1.729112
3.802478; 0.334278
3.378528; 1.012052
3.132060; 1.268190
2.185002; 0.553020
3.559700; 1.113226
3.944474; 1.663328
2.073804; 1.240766
3.533754; 0.167536
2.263632; 1.145822
2.614152; 1.072400
3.787412; 1.274790
3.088506; 1.796982
2.530684; 1.672676
3.880126; 0.480190
2.856314; 0.122960
3.242008; 0.658792
2.457238; 1.653240
3.670844; 0.622004
2.921430; 0.888550
3.175024; 1.513836
2.001776; 0.152202
2.209868; 1.108284
3.392968; 0.776326
2.308526; 0.689304
3.922148; 0.922678
3.761704; 0.742264
3.230172; 0.850210
2.539246; 0.793560
3.555590; 1.452076
2.306454; 0.411904
3.575038; 1.548462
2.103402; 1.064980
3.201702; 0.806950
2.719688; 1.155838
3.695502; 0.927416
3.702378; 0.729982
3.079620; 0.944950
3.838268; 1.505292
3.721276; 0.146794
3.227302; 1.643424
2.102176; 0.989006
2.385688; 1.332348
2.871922; 1.957638
3.158612; 0.427512
3.409716; 1.465066
3.872122; 0.017458
2.046234; 1.975524
3.082438; 0.280640
2.782474; 0.834832
2.469182; 1.510680
3.762248; 0.171560
2.240664; 1.874572
3.116510; 1.111636
3.379866; 1.870490
2.291134; 0.607168
3.513914; 0.393310
2.628878; 0.932306
2.758362; 1.500800
3.922650; 1.916974
2.961018; 1.332366
3.382040; 1.865844
2.382528; 1.428274
3.841368; 0.497670
3.708916; 1.656546
3.332502; 0.178098
3.167228; 1.094752
3.382364; 0.440596
2.969324; 1.531578
3.552232; 1.381894
3.402070; 1.843366
3.021766; 1.948688
3.269380; 1.650646
2.880996; 0.027742
2.184150; 0.803646
3.944716; 0.177872
3.168716; 1.326756
2.043716; 1.551244
3.787736; 1.885084
3.081618; 0.529356
2.574336; 0.414122
3.740158; 1.741564
2.541578; 1.122522
3.214864; 0.543606
2.654102; 1.799800
3.925502; 1.088876
3.643166; 0.947268
3.037564; 1.945250
3.630618; 0.951264
3.972992; 1.814770
3.754910; 1.917708
3.992642; 1.956330
2.277168; 0.036360
2.540278; 0.064904
2.954148; 1.621898
3.626964; 0.561188
3.068724; 1.367124
3.335456; 1.610302
2.489646; 0.550320
2.153908; 0.176452
2.350120; 1.112114
2.298032; 1.025990
2.059384; 1.335598
2.971240; 0.722706
2.286862; 0.944232
2.537476; 1.074478
3.894644; 1.562824
2.063512; 0.171814
2.631888; 0.603792
3.269422; 0.618740
3.258394; 0.896388
3.179930; 0.327118
2.263512; 0.515386
3.937420; 1.785862
2.098412; 1.124032
2.995020; 0.448532
2.236148; 1.293052
3.474524; 1.328236
2.628650; 0.445764
2.050942; 1.948218
2.422702; 1.621124
3.022696; 0.317346
3.183948; 1.086208
2.489160; 0.848540
2.722704; 0.791288
3.467280; 1.981098
3.687676; 1.679914
2.308216; 1.951188
3.228006; 1.278340
2.769754; 1.326418
2.402374; 1.764774
3.774950; 1.671226
2.090532; 0.282178
2.999462; 0.719182
3.760648; 0.083108
3.700104; 0.183350
3.704232; 1.755504
3.533400; 1.920884
2.841714; 1.055266
2.769424; 0.597122
3.846554; 1.269410
2.578222; 1.534230
3.982028; 1.919142
2.518122; 1.210034
3.197484; 1.287876
2.536452; 0.632562
2.085356; 1.344108
3.336492; 0.175888
2.658990; 0.335954
3.927774; 0.419638
3.451766; 1.627880
3.635692; 1.156000
3.383384; 1.169094
2.109588; 1.257802
2.224360; 0.879014
3.854926; 1.103618
3.181128; 1.465852
2.637848; 1.163156
3.384994; 1.155970
3.405896; 1.615182
3.476550; 1.942348
3.280448; 1.561906
2.319160; 0.616940
3.737794; 0.978152
3.985598; 1.665570
2.430494; 1.437366
2.326154; 0.066188
3.626070; 1.709538
3.235282; 1.735658
2.000046; 0.492346
3.647376; 1.854972
3.595964; 1.861208
3.320824; 1.266516
3.024366; 1.738522
3.455190; 1.462966
3.353706; 0.931740
2.438018; 1.666858
2.493648; 0.757180
2.283800; 1.264146
2.768036; 1.302102
2.929716; 1.198530
3.772172; 0.288574
3.264718; 1.398242
3.998114; 1.532704
2.166606; 1.030864
3.057754; 0.846686
2.885836; 1.686422
2.707896; 1.239364
2.952938; 0.764966
2.010590; 0.408128
2.227932; 1.364296
3.339870; 0.665950
2.063860; 0.866222
2.455834; 0.347660
2.130368; 1.223870
2.682466; 0.092790
3.455106; 0.454640
2.381364; 1.752528
2.885586; 0.379478
3.285234; 0.084896
2.443046; 1.375692
2.931584; 1.328882
3.062116; 0.672184
3.600950; 0.015054
2.469854; 1.611542
2.423184; 1.730490
2.008542; 0.795758
3.429144; 0.072402
3.661980; 1.884980
3.452766; 1.792348
2.141554; 0.135234
3.885138; 0.629364
3.622578; 0.266504
2.381894; 1.540868
3.678686; 0.699832
3.625766; 0.121734
2.075524; 1.590054
2.483320; 1.137640
3.294942; 1.116976
3.152696; 1.764796
2.728518; 0.608584
2.527990; 0.737060
3.404342; 1.957134
3.842168; 1.066322
2.874818; 1.294934
2.858670; 0.049078
2.462872; 1.776514
2.678442; 0.085450
3.075722; 1.060336
3.626320; 1.787112
3.760168; 0.284790
2.941550; 1.835694
3.874844; 1.424872
2.973334; 1.169786
2.541848; 1.158734
3.967286; 0.303070
3.767318; 0.495276
2.072834; 1.171660
3.485114; 1.915002
3.270686; 0.359934
2.242642; 0.129358
2.409012; 0.705514
2.938576; 0.120158
3.823670; 0.014298
3.180496; 0.482694
2.834114; 1.973368
2.767484; 1.775666
2.841766; 1.675032
3.200538; 0.847806
3.877522; 0.775090
2.006540; 1.844808
3.078160; 0.806564
3.372788; 0.183698
3.978224; 0.857902
3.131406; 1.248912
3.217836; 1.374048
2.410974; 0.659552
3.112266; 0.382254
2.779712; 0.935936
2.396552; 0.992912
3.418630; 1.230666
2.966280; 0.186114
2.039036; 0.840752
2.893850; 1.239574
3.688558; 0.771372
3.047368; 1.695098
2.616180; 1.158232
2.501662; 1.021672
3.341932; 1.512592
3.879576; 0.473338
3.794208; 0.130116
3.847386; 0.205182
3.822374; 1.992356
2.587436; 1.634790
2.928294; 0.016692
2.627702; 0.346924
2.280062; 0.626686
3.565744; 0.319100
3.467438; 0.459594
2.591378; 0.188700
3.230968; 1.638748
2.916504; 0.879852
3.829684; 1.418166
3.901526; 1.171616
3.963462; 0.813806
2.677658; 1.757670
3.976626; 0.525044
2.995556; 1.799000
2.517402; 0.615696
3.433790; 0.478400
3.665092; 0.061492
3.858028; 1.945156
3.720884; 0.456476
3.296960; 0.221026
3.948776; 0.921042
2.409728; 0.212448
3.592494; 1.326232
3.092300; 1.422180
3.777102; 0.026530
2.593796; 1.740566
3.873040; 1.271456
2.530940; 1.849668
2.829204; 1.526498
3.648668; 0.379310
3.174898; 1.082460
3.890414; 0.839992
2.176656; 1.748444
3.817852; 0.930244
2.204920; 0.147516
3.151272; 1.186400
3.068558; 1.561000
3.398848; 0.661054
2.887232; 1.523854
2.083234; 1.697038
3.550384; 1.709734
3.437604; 1.423426
2.013894; 1.001250
3.273094; 0.843100
3.560452; 1.954466
2.255114; 0.735350
3.036926; 0.145530
2.608046; 0.246288
2.926678; 0.425898
3.176532; 0.164302
2.573414; 0.327804
3.350704; 0.674678
2.921508; 0.749552
3.335732; 0.841444
2.273406; 0.451670
2.538484; 0.856496
2.161404; 1.008792
3.312626; 1.208004
3.042746; 1.618424
2.051104; 0.603198
3.572890; 1.338922
2.371254; 1.642522
2.517156; 0.979300
3.888810; 1.443834
3.405200; 0.098046
3.608138; 1.011318
3.458556; 1.991546
3.685996; 0.380064
2.741098; 1.021728
3.221510; 0.047210
2.506102; 0.792698
3.936410; 1.700212
3.801490; 1.249036
2.908216; 0.844238
2.867460; 1.992024
2.480140; 1.473054
3.330946; 0.851394
3.115576; 0.880808
3.830696; 0.037090
2.324642; 0.268600
3.167842; 0.965484
3.279918; 0.626398
2.957030; 0.965916
3.006462; 0.730834
3.020348; 1.260676
2.778044; 1.526452
3.086078; 1.747158
3.226664; 1.920274
2.996194; 0.134880
3.797216; 0.896358
3.159608; 0.277356
2.369412; 0.490554
3.128752; 0.517694
2.404066; 1.992152
3.587488; 0.728710
2.260752; 0.755330
2.726898; 0.573374
3.381728; 0.716634
3.539290; 1.420896
3.447468; 1.592344
3.714276; 1.258216
3.118796; 0.800356
3.005374; 1.378164
2.720630; 1.034272
2.545748; 0.517846
3.930630; 1.705356
2.795202; 1.332746
3.228614; 0.956658
3.850440; 1.632682
3.981514; 1.437930
3.394096; 0.242266
3.225964; 1.153698
2.815642; 0.607694
3.870332; 1.387636
3.061294; 1.317800
2.979980; 0.775570
3.608720; 1.131480
3.575926; 0.614094
3.542348; 0.296556
3.648366; 1.120800
2.814402; 0.611700
3.858860; 0.642310
3.944448; 1.087476
2.631672; 1.794888
3.752862; 0.613188
2.265522; 0.179662
2.855454; 0.524192
3.333360; 0.703800
2.164590; 1.203694
3.124142; 1.225884
3.554198; 1.136826
2.001454; 1.162920
2.268308; 0.610086
2.809718; 0.843360
2.906642; 0.458086
3.964162; 0.753750
3.069786; 1.823022
3.396060; 1.014234
3.943202; 1.060436
3.841828; 0.728768
3.673624; 1.140054
2.908430; 1.561784
3.664246; 0.241792
2.265584; 0.861540
2.478190; 0.422430
2.087424; 0.032388
3.559258; 1.121584
2.228012; 0.860270
3.731670; 1.037732
3.703630; 0.638312
3.495818; 0.700496
2.424766; 1.598308
3.556224; 0.853530
3.645248; 1.499426
3.913968; 0.519780
2.228196; 1.587592
2.692538; 0.169330
3.149376; 1.389490
3.443826; 0.447666
2.251030; 1.922016
2.870096; 0.338456
2.987110; 1.462058
3.460040; 1.215122
2.322328; 0.224414
3.285558; 1.058664
2.862726; 1.814080
3.759160; 0.320198
3.412390; 1.315384
3.173728; 0.090342
3.847516; 1.087696
2.610122; 1.108416
2.675290; 1.302660
3.277746; 0.857370
2.692150; 0.721574
3.305036; 1.975886
3.676294; 1.207838
2.314342; 1.696108
2.669896; 0.807086
3.943936; 0.024930
3.031500; 1.229494
3.083594; 0.926930
3.043576; 1.875458
3.247128; 1.488670
2.223548; 0.420858
2.611716; 0.071064
2.541258; 1.221838
3.179480; 0.249252
3.557202; 0.457226
3.106624; 1.282058
2.211504; 1.444364
3.257944; 0.920504
3.684906; 0.604990
2.616612; 1.387508
3.412076; 0.560548
3.412438; 1.476280
2.822748; 1.528736
2.403210; 1.866324
3.404194; 1.650340
2.387698; 1.627742
3.103902; 0.999414
2.731510; 1.645160
3.253956; 1.910990
3.894414; 1.843862
3.400922; 0.033742
3.125920; 0.645130
3.478106; 1.416568
3.565634; 1.163014
2.021558; 0.182248
3.583226; 1.433634
3.775500; 0.995664
3.942618; 0.598248
3.557104; 0.345830
3.497276; 1.994002
3.996170; 0.917678
2.654450; 0.132776
3.917092; 1.385960
3.777936; 0.203752
2.329656; 1.672350
2.047616; 1.730578
3.706092; 1.173536
3.408412; 0.216904
3.622810; 0.974048
2.412622; 1.644368
2.189000; 1.995848
2.110708; 1.964500
2.024216; 0.053326
3.595454; 1.581320
2.399156; 0.125434
3.575322; 1.428030
3.043114; 0.229772
3.560806; 1.992910
2.648438; 0.371448
2.196664; 0.978094
3.076502; 0.244280
3.741376; 1.815300
2.450520; 1.149788
2.032204; 0.073330
3.156540; 1.477530
3.717700; 1.345540
2.506082; 0.861112
2.342746; 0.530298
2.914438; 1.938200
3.144322; 0.346300
2.063634; 1.752348
3.774330; 0.139452
3.014826; 0.367842
2.132364; 1.663264
3.771994; 0.329028
2.641358; 0.848496
3.606012; 1.415438
2.663796; 0.056532
2.565226; 1.728704
3.162568; 1.721768
2.238938; 1.912972
2.100012; 0.745020
2.774084; 0.442758
3.275318; 0.721226
2.380958; 1.452344
3.067526; 1.477298
3.204694; 1.874562
3.616750; 0.219520
3.275108; 1.749114
3.882784; 1.047102
3.110846; 1.556846
3.895598; 0.716858
2.004988; 1.592100
3.806096; 0.570214
2.353508; 0.968664
3.324686; 0.592448
2.881636; 1.424700
3.337468; 0.688424
2.900162; 1.645492
3.409650; 0.313826
3.097836; 1.509882
3.791124; 1.335234
3.384444; 0.440578
3.554754; 0.659552
3.222398; 0.470242
3.706654; 0.333244
3.059792; 0.634956
2.082808; 1.064780
3.259760; 1.888904
2.667700; 1.613270
3.890272; 1.025090
2.205718; 1.804612
3.482494; 1.543186
3.525740; 0.382658
2.221382; 0.935390
2.696484; 0.351924
2.445272; 1.520312
3.687158; 0.862420
3.960890; 0.274618
3.521972; 1.183288
3.777564; 0.261330
3.516534; 0.837358
3.928992; 0.632046
2.934842; 1.188752
2.520950; 1.602542
2.802022; 1.443926
3.660338; 1.007740
2.281242; 1.142832
3.583632; 1.806982
3.525490; 1.805014
2.742372; 1.254678
2.156938; 0.220350
2.774990; 0.876802
3.082770; 0.735882
3.151420; 0.604744
2.951874; 0.928984
3.898778; 0.468408
2.799046; 1.827770
2.133158; 1.733890
3.016524; 0.654108
2.369136; 1.818546
3.130738; 0.029474
3.858992; 1.411980
3.172308; 1.442624
3.218962; 1.730502
2.280342; 1.961336
2.985182; 1.469986
3.214390; 0.792876
2.346788; 0.297160
2.561462; 0.530912
3.934608; 1.513338
3.459896; 1.833388
3.014450; 1.291648
3.661158; 1.147610
3.025538; 1.710386
2.834422; 1.394674
3.528934; 1.965162
3.424150; 1.387926
2.409846; 1.629162
3.863254; 1.628810
2.392368; 0.143596
2.622850; 0.410254
3.613582; 1.837240
3.203132; 1.960370
2.134400; 0.797298
2.491282; 1.101714
2.310636; 0.983884
2.935102; 0.357792
2.275532; 1.628964
2.538106; 0.333774
3.339352; 1.372528
3.728448; 0.868286
2.370394; 0.185302
3.288916; 0.780242
2.847168; 1.152170
2.409052; 1.239538
2.328470; 0.064606
3.649792; 1.942054
3.901846; 1.885628
2.935128; 1.068950
2.682928; 0.459116
2.170664; 0.026268
3.443000; 0.138470
2.384060; 0.751236
3.767436; 0.922166
3.085010; 1.106788
3.327400; 1.846162
3.007778; 1.697794
3.064170; 1.329398
2.478036; 0.944042
2.481568; 1.919792
2.183580; 1.842742
3.984398; 0.866078
3.784796; 0.918948
2.751706; 1.752630
3.020604; 1.434634
2.211746; 1.191268
3.460904; 0.687450
2.362444; 0.877668
2.471390; 0.129880
3.799836; 0.589104
3.236668; 0.159940
2.435266; 1.277150
3.857734; 0.532140
2.606548; 1.368476
3.476184; 0.120820
2.320972; 0.692468
3.963562; 0.305372
3.558546; 0.781064
2.257024; 0.310254
3.566398; 1.277628
2.777592; 0.810848
3.501602; 1.271200
2.531002; 1.864046
2.148870; 1.002392
3.026630; 0.981410
3.591496; 1.296002
3.141350; 1.059466
2.573152; 0.999084
2.624312; 0.212404
3.400264; 0.100496
3.365928; 1.721238
2.792964; 1.329490
3.059314; 1.384216
3.143258; 1.316338
2.727174; 1.742360
3.626672; 1.504766
2.553208; 0.160978
2.775968; 1.084210
3.057728; 1.957542
3.119306; 0.084358
2.938952; 0.710802
3.380360; 1.113006
2.802974; 0.986216
3.144794; 1.427286
2.231324; 0.545060
2.560486; 1.597252
2.266298; 0.386154
3.959446; 1.325612
3.770370; 1.102706
3.674654; 0.497544
2.845066; 0.334030
3.035016; 0.430980
2.495008; 1.810984
3.515190; 1.552736
3.768526; 0.634498
2.669798; 1.740182
2.378004; 1.082862
2.853188; 1.180978
3.101782; 1.997982
3.640968; 1.333106
2.543042; 0.201454
2.930358; 1.842044
3.620314; 0.889806
2.200360; 1.390684
3.025216; 1.875016
2.920934; 0.902986
2.209046; 1.955950
3.333966; 1.736760
3.766934; 0.849158
3.289496; 0.568164
2.516360; 0.992000
3.341050; 0.894364
2.074862; 0.194238
3.108048; 0.209350
3.224924; 1.781720
3.542456; 0.800672
3.983176; 1.505520
2.642716; 1.603490
2.395326; 0.843078
2.026878; 0.453246
3.750798; 0.947812
3.356232; 0.992548
2.903762; 1.722904
2.729308; 1.703400
2.572062; 1.051510
3.304268; 0.121126
2.043510; 0.645318
3.015490; 1.151076
3.872260; 1.156242
3.360426; 1.097186
2.937964; 0.902884
2.930562; 1.953844
3.441108; 1.573278
3.557334; 0.869138
3.449060; 0.616916
3.322384; 1.199858
2.597434; 1.711320
2.192408; 1.501196
3.434224; 0.921716
2.237302; 1.038990
3.005930; 0.574274
3.160116; 1.049440
3.219594; 0.175608
3.233222; 0.124558
2.364554; 0.593648
2.254448; 1.302518
2.529236; 1.185010
3.256362; 1.970344
3.790994; 1.846400
2.839482; 1.240054
2.463318; 1.194570
3.472618; 0.093456
2.905892; 0.697730
3.594652; 0.340116
2.652150; 0.864658
2.411812; 1.658082
3.438934; 1.571928
2.707522; 1.691232
2.780240; 0.973448
3.815790; 1.144796
3.567098; 1.102944
2.447314; 0.096334
2.287954; 0.736382
3.099384; 0.078948
2.582782; 1.938866
2.351708; 0.078804
3.133438; 1.824326
2.172260; 1.072034
3.554760; 0.799618
2.444854; 0.206910
2.696980; 0.856666
3.864992; 0.135914
2.428596; 1.605220
2.859850; 1.208836
2.578668; 1.708346
3.386336; 0.145766
2.811290; 0.866356
3.274806; 0.131948
3.602738; 0.374190
3.243602; 1.218224
3.345760; 0.628014
3.297030; 1.511902
2.452340; 0.501994
3.616640; 1.039804
2.334316; 0.061496
3.246714; 1.031298
3.950866; 1.111708
2.199916; 1.412166
3.749632; 1.059768
2.621004; 0.328300
3.800818; 1.040044
3.506772; 0.612108
3.906400; 1.814282
3.776760; 1.509138
3.221176; 1.020362
2.727364; 1.599640
3.648376; 1.057098
3.111544; 1.133420
2.591796; 1.760888
2.173224; 0.926114
3.822384; 0.452644
2.990116; 0.805956
3.564352; 0.222736
2.218122; 0.346688
3.282504; 1.871830
2.674988; 0.116026
2.911876; 1.214464
3.760838; 0.818276
3.028746; 1.537600
3.360120; 1.282626
3.590666; 1.120188
2.882268; 0.271748
3.209990; 1.993812
3.405168; 1.801786
3.754700; 0.611098
3.760604; 0.609790
3.063742; 1.783424
3.415746; 1.660798
2.006162; 1.633868
2.007486; 0.321370
3.505700; 1.715178
2.437398; 1.450280
3.962348; 0.198236
2.268556; 0.991094
3.735836; 0.661380
3.306426; 0.359208
2.814272; 0.188694
2.630956; 0.024262
3.215210; 1.068828
2.858754; 0.002614
2.712630; 0.619358
2.612404; 0.809076
2.402784; 1.060854
2.469874; 0.408946
3.727428; 1.510064
2.730316; 0.265832
2.257948; 0.200418
3.716112; 0.220296
2.398656; 1.017372
2.244094; 1.167196
3.678754; 1.550520
3.526404; 0.493026
3.739214; 1.190064
3.549994; 0.954424
2.258894; 0.408748
2.957040; 0.004228
2.060810; 0.602148
2.813306; 0.463594
2.695708; 0.315884
3.905244; 0.423136
3.825950; 1.668266
2.688968; 1.116602
3.868684; 1.437784
3.336898; 1.300044
2.455156; 0.613696
2.467242; 1.166614
2.164218; 1.026350
2.692346; 0.936136
2.216416; 0.242340
2.923266; 1.508014
2.651088; 0.913010
3.512242; 0.711898
2.547862; 0.325548
2.208198; 1.243570
2.641434; 1.146146
3.666706; 1.500088
3.847116; 1.388378
2.616690; 1.715802
2.826162; 0.986292
2.048550; 0.314024
3.599988; 0.515792
3.480638; 0.796910
2.574848; 0.172984
3.733048; 1.823968
3.448028; 1.689018
2.364686; 0.099116
2.602028; 0.909632
3.843720; 1.149890
2.267886; 1.084622
3.426166; 0.909320
3.263472; 1.092872
3.442112; 1.110590
3.513956; 1.091506
3.859096; 1.372822
2.077798; 1.907646
3.686846; 0.710490
3.456144; 0.200190
3.507402; 0.030992
2.373174; 0.273154
2.887664; 1.821204
3.962172; 1.252350
2.953024; 1.596904
2.161982; 1.829448
2.746794; 0.429868
2.914070; 0.172960
2.371892; 1.210248
2.298538; 0.846708
2.320838; 0.845198
3.938214; 0.179934
2.218020; 1.048716
3.120284; 0.937572
3.759208; 0.576428
3.137762; 0.299314
3.640124; 0.543640
2.572468; 0.527788
2.364844; 0.534640
2.812842; 0.350574
3.164248; 0.007530
2.180022; 1.911042
3.470102; 0.126798
3.116708; 0.874700
3.337046; 0.447950
3.721408; 1.657884
3.293148; 0.692328
2.870522; 0.543872
3.741044; 1.990806
2.514148; 0.532956
2.567236; 1.651910
2.832270; 1.240064
2.195552; 1.404738
2.800558; 1.593100
2.972082; 1.613400
3.943674; 0.136330
2.653634; 1.156402
3.080078; 0.123738
3.283200; 1.229490
2.998438; 1.652950
2.710144; 1.752550
3.310834; 1.035996
2.444878; 1.214060
3.579868; 1.218628
3.204866; 1.126722
2.784288; 0.804806
2.778632; 1.616560
2.044872; 0.006888
2.054002; 0.845430
3.599990; 0.058790
3.491534; 0.576368
3.227824; 1.177874
3.732770; 1.340606
3.301612; 0.048674
3.602800; 1.332754
3.701624; 0.312944
2.118008; 0.045162
3.348940; 1.595592
3.259222; 1.961514
3.846924; 1.496794
3.088236; 0.631212
2.301600; 0.899572
3.280476; 1.379176
2.906462; 0.367184
3.257310; 1.539156
2.425974; 1.781550
3.148228; 0.686502
2.959424; 1.913704
2.027110; 0.261036
3.962378; 1.629910
2.626494; 0.696708
2.975560; 0.744502
3.774574; 0.324500
3.372798; 0.066502
2.286014; 1.219722
3.563296; 0.406954
3.850936; 0.897600
3.306528; 1.131412
3.309482; 1.245694
3.498596; 0.566792
2.784850; 0.957274
2.348342; 0.965782
3.643778; 0.340470
2.879486; 0.703592
3.634210; 1.874570
3.366206; 0.260704
2.571278; 0.341766
2.037912; 1.378556
2.666268; 1.410710
3.445058; 1.984986
2.630434; 1.008354
2.391942; 1.514074
2.938660; 0.731174
3.678190; 0.248142
3.976868; 1.176788
3.847638; 1.794422
3.166766; 0.195982
2.760204; 1.843248
3.569156; 1.639692
2.546840; 1.203368
2.546966; 0.945752
3.464072; 0.150948
3.287518; 0.534688
3.529504; 0.986490
2.978104; 0.974564
2.004182; 1.608538
3.015622; 0.396124
2.155316; 1.954282
2.160002; 1.833506
3.235128; 0.136870
3.010294; 1.082768
2.963996; 1.209766
3.278750; 1.724200
3.053014; 1.880610
2.396596; 0.632560
3.083978; 0.943562
3.578312; 0.548052
3.094510; 1.898534
2.115444; 1.656720
2.885026; 1.093548
3.663988; 0.889208
3.734790; 0.679610
2.318036; 1.890106
