r;theta;x;y
0.729176;0.050762;0.728237;0.036998
0.656659;1.695580;-0.081728;0.651553
0.830285;3.483316;-0.782277;-0.278238
0.587902;0.905765;0.362785;0.462619
0.544264;2.265478;-0.348405;0.418135
0.954609;1.437593;0.126782;0.946153
0.941273;3.760644;-0.766601;-0.546185
0.833721;3.885289;-0.613594;-0.564440
0.440306;0.859345;0.287490;0.333494
0.835790;4.818167;0.088243;-0.831119
0.648512;2.319438;-0.441406;0.475109
0.885536;4.408371;-0.265091;-0.844927
0.820202;0.740071;0.605654;0.553096
0.987086;5.627698;0.782514;-0.601674
0.894675;2.355579;-0.632241;0.633020
0.928662;5.331251;0.538725;-0.756431
0.618855;5.089167;0.227693;-0.575446
0.344028;0.454620;0.309084;0.151070
0.603617;6.159639;0.599016;-0.074385
0.856075;1.111671;0.379381;0.767420
0.583866;4.047276;-0.360331;-0.459413
0.960250;4.669959;-0.040731;-0.959386
0.871218;0.838950;0.582187;0.648136
0.601340;2.948335;-0.590145;0.115492
0.519897;3.622300;-0.460976;-0.240404
0.485879;1.301958;0.129055;0.468426
0.679712;0.127247;0.674217;0.086258
0.652058;0.846609;0.432006;0.488416
0.808944;5.754581;0.698533;-0.407974
0.174408;6.102148;0.171557;-0.031402
0.539234;5.609823;0.421535;-0.336276
0.905363;1.194478;0.332720;0.842009
0.838330;2.855017;-0.804141;0.236970
0.512310;3.666251;-0.443402;-0.256625
0.659338;3.214968;-0.657564;-0.048336
0.526101;1.834552;-0.137159;0.507907
0.819862;4.493829;-0.177766;-0.800358
0.187683;2.709278;-0.170416;0.078634
0.921270;5.737723;0.787582;-0.477967
0.948914;3.992229;-0.625813;-0.713299
0.699781;4.102091;-0.401053;-0.573455
0.917930;5.979733;0.875991;-0.274293
0.820439;4.926815;0.174579;-0.801650
0.294017;2.057812;-0.137597;0.259833
0.836659;3.978614;-0.560292;-0.621346
0.902802;3.186348;-0.901898;-0.040392
0.205913;3.988145;-0.136431;-0.154229
0.462149;1.643361;-0.033506;0.460933
0.298535;2.991073;-0.295159;0.044766
0.601169;0.252597;0.582092;0.150244
0.709982;4.009841;-0.458765;-0.541857
0.921159;1.107405;0.411743;0.824015
0.932605;2.513965;-0.754872;0.547650
0.779387;4.514419;-0.153290;-0.764164
0.559730;0.152267;0.553254;0.084899
0.594874;2.006498;-0.251064;0.539297
0.822862;4.478805;-0.190464;-0.800516
0.520623;5.444851;0.348142;-0.387099
0.704948;5.490537;0.494846;-0.502074
0.440552;4.481802;-0.100687;-0.428892
0.153020;0.057409;0.152768;0.008780
0.858357;0.413528;0.786005;0.344924
0.400279;5.971276;0.380965;-0.122836
0.918540;4.811023;0.090452;-0.914076
0.970955;1.288807;0.270185;0.932606
0.567673;2.807509;-0.536287;0.186142
0.599716;1.073080;0.286316;0.526955
0.789353;1.441438;0.101825;0.782758
0.755577;4.692748;-0.014839;-0.755431
0.681363;2.516705;-0.552605;0.398602
0.878128;5.140475;0.364538;-0.798888
0.848464;2.816193;-0.803939;0.271243
0.728667;3.187403;-0.727903;-0.033369
0.561058;3.419680;-0.539503;-0.154020
0.947359;0.158493;0.935485;0.149522
0.879723;5.786217;0.773305;-0.419419
0.742101;3.208754;-0.740428;-0.049803
0.709276;1.428099;0.100869;0.702067
0.679005;2.178933;-0.387942;0.557269
0.996488;5.781498;0.873693;-0.479216
0.742906;1.980718;-0.296076;0.681358
0.605791;2.688701;-0.544719;0.265075
0.048775;6.220737;0.048680;-0.003044
0.810760;3.601993;-0.726339;-0.360226
0.503277;0.763966;0.363415;0.348163
0.986824;0.153291;0.975253;0.150679
0.675332;1.319877;0.167681;0.654184
0.994465;3.162836;-0.994240;-0.021124
0.846969;1.908499;-0.280618;0.799131
0.750994;3.863191;-0.563809;-0.496096
0.919415;2.123120;-0.482386;0.782705
0.731950;2.488380;-0.581268;0.444836
0.921192;0.243932;0.893921;0.222487
0.789511;5.189880;0.362822;-0.701205
0.949718;0.833578;0.638430;0.703115
0.863799;6.096104;0.848727;-0.160660
0.981968;3.955171;-0.674516;-0.713645
0.630987;6.073578;0.617177;-0.131293
0.368643;3.592908;-0.331733;-0.160784
0.237207;2.445328;-0.181995;0.152134
0.458007;0.189055;0.449846;0.086073
0.643104;4.183615;-0.324430;-0.555273
0.490055;2.529259;-0.401016;0.281673
0.827995;2.977369;-0.816855;0.135366
0.471851;1.568088;0.001278;0.471849
0.297841;0.427049;0.271092;0.123362
0.766469;0.884754;0.485542;0.593062
0.990130;5.984238;0.946215;-0.291608
0.834259;0.754215;0.608016;0.571231
0.542925;3.757043;-0.443306;-0.313445
0.876959;3.501431;-0.820793;-0.308797
0.753775;4.607573;-0.078863;-0.749638
0.432152;3.032730;-0.429593;0.046952
0.836635;2.027289;-0.368791;0.750967
0.233461;4.751508;0.009130;-0.233282
0.843706;1.660483;-0.075567;0.840315
0.550152;4.032391;-0.345931;-0.427784
0.668184;0.371801;0.622530;0.242747
0.748780;0.829670;0.505516;0.552381
0.730094;4.921707;0.151708;-0.714158
0.617750;0.867695;0.399429;0.471245
0.606327;3.050122;-0.603793;0.055384
0.891775;5.430827;0.586975;-0.671359
0.661712;3.086627;-0.660713;0.036353
0.707624;1.564413;0.004517;0.707610
0.778175;1.695141;-0.096512;0.772167
0.897916;4.335938;-0.330094;-0.835040
0.055749;6.239260;0.055696;-0.002448
0.415644;1.378650;0.079374;0.407995
0.561838;4.672277;-0.022530;-0.561386
0.701425;3.417136;-0.674966;-0.190836
0.088831;4.993021;0.024603;-0.085356
0.430848;2.854834;-0.413255;0.121863
0.608432;4.689148;-0.014140;-0.608268
0.320560;2.636293;-0.280500;0.155174
0.214401;3.043418;-0.213369;0.021015
0.746778;5.843067;0.675611;-0.318162
0.697258;2.217594;-0.420191;0.556424
0.891233;5.805864;0.791619;-0.409433
0.600454;1.853722;-0.167626;0.576582
0.830282;3.031348;-0.825241;0.091349
0.284905;3.114085;-0.284797;0.007836
0.829995;3.773876;-0.669541;-0.490517
0.699021;5.413919;0.451140;-0.533951
0.905566;2.014678;-0.388894;0.817809
0.348742;5.204985;0.164925;-0.307280
0.929785;4.058083;-0.565875;-0.737757
0.373385;3.559311;-0.341280;-0.151473
0.785224;3.201949;-0.783794;-0.047365
0.559271;4.519722;-0.107088;-0.548923
0.963943;5.498441;0.682056;-0.681165
0.848565;0.020207;0.848392;0.017146
0.897250;1.295794;0.243647;0.863535
0.934082;0.727002;0.697918;0.620821
0.804125;1.464328;0.085452;0.799572
0.962854;2.111056;-0.495252;0.825719
0.481519;0.051887;0.480871;0.024973
0.911925;5.785262;0.801196;-0.435538
0.780313;5.256456;0.403906;-0.667644
0.546587;5.939445;0.514612;-0.184206
0.820725;2.641313;-0.720144;0.393678
0.879597;0.342069;0.828636;0.295049
0.257375;5.737221;0.219960;-0.133640
0.787987;4.290278;-0.322828;-0.718823
0.650165;2.827810;-0.618419;0.200679
0.958388;5.455388;0.648349;-0.705798
0.570232;4.012260;-0.367409;-0.436090
0.933525;0.818209;0.638092;0.681401
0.919132;4.674545;-0.034775;-0.918474
0.873086;0.048839;0.872045;0.042624
0.702413;4.331421;-0.261171;-0.652054
0.586309;4.556849;-0.090827;-0.579231
0.462576;4.346192;-0.165633;-0.431906
0.402927;5.170220;0.178095;-0.361431
0.211334;2.897227;-0.205055;0.051130
0.533395;4.512904;-0.105700;-0.522817
0.630744;0.365694;0.589037;0.225552
0.879030;6.160242;0.872395;-0.107798
0.985550;2.473175;-0.773463;0.610790
0.423797;5.720055;0.358358;-0.226238
0.918519;0.616456;0.749450;0.531039
0.882398;4.305207;-0.349450;-0.810254
0.503027;1.045817;0.252114;0.435286
0.903004;0.614747;0.737682;0.520809
0.954162;0.590927;0.792359;0.531594
0.788648;5.781542;0.691481;-0.379234
0.885108;6.067817;0.864660;-0.189154
0.402193;3.227955;-0.400694;-0.034691
0.416886;2.036437;-0.187180;0.372502
0.580182;1.372600;0.114239;0.568824
0.549153;0.863775;0.356715;0.417521
0.967836;1.355660;0.206614;0.945525
0.442353;1.418448;0.067131;0.437229
0.442937;4.293533;-0.180149;-0.404647
0.368406;2.361202;-0.261804;0.259195
0.331760;6.153758;0.328986;-0.042819
0.995119;2.544967;-0.823198;0.559112
0.425380;1.528686;0.017907;0.425003
0.755971;3.221496;-0.753559;-0.060340
0.926008;6.272309;0.925953;-0.010071
0.778952;3.012505;-0.772471;0.100274
0.958348;5.695921;0.797786;-0.531006
0.980576;3.748178;-0.805641;-0.558992
0.648289;0.850266;0.427731;0.487161
0.959506;1.716836;-0.139629;0.949292
0.594794;4.640585;-0.042672;-0.593261
0.640872;5.069525;0.224044;-0.600434
0.976899;3.810080;-0.766632;-0.605482
0.740908;4.190112;-0.369606;-0.642134
0.897821;4.301896;-0.358286;-0.823234
0.747681;5.756322;0.646287;-0.375953
0.424760;3.451285;-0.404553;-0.129452
0.566738;2.270555;-0.364998;0.433553
0.555823;5.608899;0.434183;-0.347022
0.934926;4.290040;-0.383230;-0.852773
0.638205;3.021295;-0.633592;0.076590
0.823765;5.290989;0.450477;-0.689680
0.622405;4.021980;-0.396380;-0.479865
0.662291;5.074728;0.234757;-0.619288
0.880592;5.501758;0.625141;-0.620195
0.772828;4.056267;-0.471462;-0.612361
0.361325;0.050140;0.360871;0.018109
0.984260;0.533373;0.847543;0.500438
0.783819;3.252881;-0.778971;-0.087050
0.867044;2.641797;-0.760988;0.415528
0.449867;5.197105;0.209619;-0.398045
0.580175;2.405216;-0.429856;0.389650
0.613542;1.094198;0.281468;0.545169
0.510416;1.267476;0.152457;0.487115
0.258517;0.845786;0.171434;0.193498
0.940482;6.223420;0.938803;-0.056175
0.363066;3.538024;-0.334908;-0.140190
0.912455;0.223418;0.889777;0.202167
0.848272;4.948360;0.198315;-0.824764
0.599648;0.071377;0.598121;0.042765
0.814364;6.012009;0.784604;-0.218139
0.810515;4.987247;0.219982;-0.780092
0.982253;3.931408;-0.691483;-0.697619
0.628479;3.639183;-0.552267;-0.299979
0.812260;4.166405;-0.421773;-0.694172
0.718332;5.417036;0.465310;-0.547254
0.700179;2.318219;-0.475947;0.513541
0.872526;2.406686;-0.647322;0.585044
0.736955;3.381472;-0.715854;-0.175090
0.764697;0.793478;0.536336;0.545074
0.820237;6.192833;0.816891;-0.074009
0.341722;2.016645;-0.147359;0.308317
0.255082;5.964942;0.242274;-0.079815
0.597090;4.929988;0.128904;-0.583010
0.503247;4.499358;-0.106398;-0.491871
0.892184;5.758206;0.772038;-0.447158
0.820327;2.845824;-0.784707;0.239105
0.475966;4.007146;-0.308531;-0.362426
0.771351;3.905188;-0.557188;-0.533407
0.856331;4.844977;0.113207;-0.848815
0.894978;4.810759;0.087897;-0.890652
0.386784;1.829890;-0.099096;0.373874
0.366896;2.684529;-0.329235;0.161917
0.821141;1.219365;0.282671;0.770954
0.982565;4.871900;0.156066;-0.970091
0.565999;4.010073;-0.365628;-0.432055
0.872357;5.990898;0.835358;-0.251364
0.979378;5.190376;0.450507;-0.869612
0.647443;5.227931;0.319194;-0.563292
0.356452;4.225078;-0.166909;-0.314959
0.740369;5.799694;0.655506;-0.344177
0.767391;4.633435;-0.060526;-0.765000
0.944632;2.084667;-0.464335;0.822632
0.612528;0.023022;0.612366;0.014100
0.685323;3.926023;-0.485065;-0.484127
0.880208;1.700563;-0.113901;0.872807
0.952289;5.807976;0.846773;-0.435696
0.279718;0.260551;0.270277;0.072059
0.931652;4.728191;0.014722;-0.931536
0.867115;5.236470;0.433919;-0.750734
0.210366;0.453916;0.189064;0.092243
0.993975;2.020754;-0.432307;0.895040
0.160390;2.912382;-0.156195;0.036442
0.814886;2.795439;-0.766551;0.276476
0.543665;4.970615;0.138834;-0.525640
0.342564;5.301237;0.190261;-0.284870
0.480105;1.398581;0.082274;0.473003
0.762334;0.771770;0.546348;0.531655
0.265947;2.970037;-0.262043;0.045401
0.801777;3.395402;-0.776091;-0.201321
0.783515;5.868282;0.717037;-0.315836
0.572190;3.271969;-0.567334;-0.074389
0.612116;2.548730;-0.507655;0.342012
0.280303;1.524697;0.012917;0.280006
0.821286;5.217922;0.397727;-0.718556
0.275813;4.516128;-0.053785;-0.270518
0.647344;0.402495;0.595612;0.253574
0.746143;2.794629;-0.701680;0.253721
0.726347;1.387133;0.132655;0.714131
0.637212;5.172017;0.282676;-0.571081
0.726787;0.249706;0.704246;0.179603
0.428044;4.767185;0.023443;-0.427402
0.882431;4.802710;0.079594;-0.878834
0.630796;5.337026;0.368891;-0.511687
0.868000;0.256046;0.839702;0.219828
0.951925;2.307933;-0.639856;0.704801
0.987278;1.467513;0.101788;0.982016
0.635941;2.195370;-0.371868;0.515883
0.799503;3.034722;-0.794942;0.085281
0.769459;5.215465;0.370974;-0.674126
0.559865;4.198048;-0.275432;-0.487428
0.740831;4.602452;-0.081281;-0.736359
0.498550;3.907595;-0.359299;-0.345624
0.832847;4.876581;0.136133;-0.821646
0.917977;3.870606;-0.684657;-0.611496
0.340053;2.330446;-0.234183;0.246565
0.809795;1.877780;-0.244708;0.771937
0.360032;2.729749;-0.329928;0.144121
0.761305;0.275700;0.732555;0.207243
0.894550;2.092364;-0.445700;0.775610
0.290914;4.438323;-0.078735;-0.280057
0.465490;0.372894;0.433500;0.169584
0.969507;0.863649;0.629857;0.737037
0.961823;0.600050;0.793800;0.543126
0.787683;3.249481;-0.783103;-0.084817
0.962064;2.828979;-0.915436;0.295880
0.837654;6.225079;0.836240;-0.048646
0.836123;5.970383;0.795550;-0.257297
0.782729;2.467633;-0.611591;0.488489
0.492646;6.105365;0.484878;-0.087141
0.724648;2.251492;-0.456045;0.563149
0.926798;1.136515;0.389958;0.840766
0.810675;3.172563;-0.810286;-0.025103
0.362888;1.487733;0.030108;0.361637
0.740816;5.855345;0.674042;-0.307370
0.293500;3.980021;-0.196243;-0.218244
0.393243;5.147028;0.165588;-0.356680
0.457318;3.838624;-0.350649;-0.293573
0.978074;0.843486;0.650285;0.730588
0.840498;0.587013;0.699798;0.465532
0.409595;0.932155;0.244162;0.328866
0.737342;2.423952;-0.555484;0.484882
0.809605;1.525400;0.036740;0.808771
0.923229;1.684685;-0.104919;0.917248
0.389696;0.597229;0.322238;0.219147
0.869585;4.253578;-0.385124;-0.779652
0.673341;3.864988;-0.504711;-0.445707
0.611729;3.939149;-0.427267;-0.437784
0.346498;3.178664;-0.346260;-0.012842
0.616496;4.202634;-0.300827;-0.538117
0.976811;6.173619;0.970954;-0.106811
0.904799;0.683611;0.701489;0.571468
0.895398;0.174691;0.881770;0.155624
0.848373;1.726110;-0.131235;0.838161
0.823650;5.922059;0.770525;-0.291019
0.606750;2.277780;-0.394110;0.461326
0.301468;5.729122;0.256366;-0.158617
0.865046;4.689418;-0.019869;-0.864818
0.819112;3.774039;-0.660683;-0.484194
0.728576;5.169862;0.321799;-0.653658
0.460502;5.047616;0.151498;-0.434868
0.127039;4.181146;-0.064359;-0.109531
0.646904;2.452648;-0.499356;0.411252
0.899298;0.344934;0.846327;0.304084
0.642343;1.186297;0.240940;0.595443
0.490021;2.304446;-0.328111;0.363956
0.413965;0.369344;0.386049;0.149443
0.995950;3.075343;-0.993765;0.065933
0.776491;4.471448;-0.185284;-0.754061
0.874171;5.012034;0.258039;-0.835219
0.808813;0.831397;0.545014;0.597610
0.400264;1.642506;-0.028678;0.399235
0.748659;5.708375;0.628346;-0.407028
0.723954;1.454162;0.084247;0.719036
0.713564;0.345154;0.671480;0.241428
0.755379;4.531653;-0.135782;-0.743076
0.926437;0.647727;0.738794;0.558990
0.950283;4.983339;0.254340;-0.915614
0.702453;1.433364;0.096236;0.695829
0.603633;2.653992;-0.533286;0.282806
0.966066;3.798148;-0.765221;-0.589679
0.888347;0.657542;0.703124;0.542933
0.423828;4.907652;0.082233;-0.415774
0.332355;1.878170;-0.100556;0.316778
0.095300;5.495494;0.067232;-0.067541
0.310823;1.128536;0.133027;0.280918
0.723400;1.613660;-0.030998;0.722736
0.664098;3.770866;-0.536893;-0.390860
0.406618;6.064129;0.396901;-0.088362
0.911915;1.199228;0.331096;0.849685
0.732408;5.771351;0.638548;-0.358717
0.654562;5.724353;0.554986;-0.347046
0.147065;5.327142;0.084821;-0.120139
0.469610;0.197418;0.460489;0.092108
0.275623;3.675079;-0.237322;-0.140165
0.673659;0.058138;0.672521;0.039143
0.840092;1.526670;0.037059;0.839274
0.793887;5.563032;0.596768;-0.523568
0.735123;1.615206;-0.032636;0.734398
0.429306;0.413685;0.393093;0.172575
0.805019;1.765041;-0.155389;0.789880
0.495432;1.076712;0.234947;0.436180
0.232570;1.274425;0.067923;0.222431
0.878360;1.378701;0.167693;0.862204
0.827236;0.750570;0.604957;0.564221
0.962623;1.386950;0.175979;0.946401
0.744545;2.231121;-0.456685;0.588037
0.805078;3.618964;-0.715075;-0.369890
0.848108;2.419259;-0.636306;0.560716
0.779357;1.957885;-0.294202;0.721694
0.984857;3.628954;-0.870192;-0.461205
0.566445;1.206686;0.201721;0.529309
0.580427;2.937194;-0.568344;0.117814
0.770575;5.512251;0.552703;-0.536941
0.851197;4.888890;0.149458;-0.837973
0.971155;2.341071;-0.676247;0.697017
0.758524;4.429313;-0.211864;-0.728335
0.245581;3.954939;-0.168732;-0.178437
0.952774;2.187667;-0.551166;0.777171
0.604340;3.720255;-0.505950;-0.330517
0.991962;1.833873;-0.257963;0.957833
0.573750;3.382465;-0.557186;-0.136868
0.404124;3.101958;-0.403806;0.016013
0.794144;2.506708;-0.639397;0.470995
0.937405;4.740123;0.025995;-0.937045
0.842949;2.293526;-0.557555;0.632214
0.576177;3.441772;-0.550412;-0.170371
0.746375;4.202666;-0.364183;-0.651496
0.123467;0.947900;0.072029;0.100279
0.250058;1.609337;-0.009635;0.249872
0.667313;0.035638;0.666889;0.023777
0.380892;3.374171;-0.370637;-0.087791
0.476415;4.534833;-0.084147;-0.468925
0.826327;0.846659;0.547433;0.618978
0.264424;0.301869;0.252467;0.078615
0.493152;3.583049;-0.445874;-0.210703
0.925346;0.557576;0.785194;0.489630
0.329539;3.367379;-0.321175;-0.073775
0.763173;1.606064;-0.026910;0.762698
0.966897;2.897573;-0.938252;0.233608
0.100135;1.016651;0.052693;0.085150
0.908949;2.148893;-0.496678;0.761249
0.842366;5.652460;0.680295;-0.496769
0.104322;1.515360;0.005780;0.104161
0.224678;3.705597;-0.189880;-0.120107
0.116889;0.076265;0.116549;0.008906
0.771645;0.997412;0.418601;0.648236
0.741050;2.128492;-0.392188;0.628764
0.629949;1.457517;0.071208;0.625912
0.688121;2.932715;-0.673164;0.142690
0.892394;1.464365;0.094799;0.887344
0.743887;4.100620;-0.427226;-0.608971
0.567276;1.120399;0.246949;0.510704
0.839596;2.642632;-0.737233;0.401757
0.658734;0.981201;0.366272;0.547517
0.939016;2.789470;-0.881401;0.323858
0.563887;1.409268;0.090688;0.556547
0.886547;0.173102;0.873297;0.152698
0.352007;1.967894;-0.136136;0.324617
0.886047;4.340060;-0.322331;-0.825337
0.950245;5.018650;0.286495;-0.906027
0.838379;0.092696;0.834780;0.077603
0.688359;1.583583;-0.008801;0.688303
0.932666;5.470606;0.641327;-0.677174
0.695706;5.401824;0.442540;-0.536811
0.924004;5.005977;0.267396;-0.884467
0.304613;2.558205;-0.254230;0.167797
0.670343;5.849288;0.608225;-0.281819
0.765159;4.213712;-0.365948;-0.671975
0.592900;0.121888;0.588502;0.072088
0.909284;1.465754;0.095338;0.904272
0.989803;4.153927;-0.524479;-0.839423
0.986877;1.772022;-0.197247;0.966964
0.452791;3.859057;-0.341167;-0.297700
0.334034;6.220976;0.333388;-0.020767
0.552205;0.091383;0.549901;0.050392
0.552444;0.049072;0.551779;0.027098
0.738681;4.894803;0.133999;-0.726425
0.881021;2.610758;-0.759779;0.446020
0.806044;4.879252;0.133875;-0.794849
0.524635;0.124671;0.520563;0.065237
0.757155;5.556742;0.566005;-0.502913
0.653447;3.386612;-0.633930;-0.158510
0.902955;3.322636;-0.888197;-0.162583
0.457853;1.048400;0.228449;0.396787
0.254096;3.473207;-0.240253;-0.082726
0.957336;0.278182;0.920533;0.262892
0.462489;2.555818;-0.385385;0.255685
0.571227;2.632127;-0.498684;0.278594
0.144772;2.751275;-0.133884;0.055083
0.961960;2.047621;-0.441502;0.854660
0.984264;1.448664;0.119912;0.976932
0.921983;0.193378;0.904798;0.177182
0.725222;0.895995;0.453077;0.566276
0.981144;4.348002;-0.349657;-0.916725
0.659933;4.739017;0.017571;-0.659699
0.843711;0.055254;0.842423;0.046595
0.799138;4.116699;-0.448380;-0.661496
0.253263;6.096581;0.248866;-0.046986
0.428960;4.964496;0.107002;-0.415401
0.808400;4.806159;0.075693;-0.804849
0.926960;3.581441;-0.838728;-0.394701
0.899554;0.459621;0.806199;0.399050
0.988320;4.095701;-0.571582;-0.806270
0.091755;3.230104;-0.091396;-0.008111
0.299550;2.828307;-0.284969;0.092317
0.596933;0.367604;0.557053;0.214526
0.825047;1.296730;0.223297;0.794255
0.778226;4.542749;-0.131386;-0.767055
0.930234;3.570602;-0.845934;-0.386950
0.644210;1.890271;-0.202326;0.611614
0.567906;0.797053;0.396862;0.406223
0.908841;3.000165;-0.899767;0.128108
0.546260;5.592883;0.421196;-0.347842
0.981908;3.031059;-0.975916;0.108313
0.443408;3.880847;-0.327666;-0.298741
0.873890;0.351010;0.820605;0.300484
0.839054;3.599530;-0.752603;-0.370945
0.359188;1.238667;0.117116;0.339558
0.474061;4.107871;-0.269440;-0.390046
0.843343;5.220171;0.410068;-0.736935
0.322377;0.424473;0.293768;0.132768
0.636925;1.891119;-0.200551;0.604527
0.888983;0.071057;0.886739;0.063115
0.154861;4.119413;-0.086541;-0.128424
0.309742;6.002585;0.297628;-0.085778
0.687621;5.873585;0.630741;-0.273840
0.286698;1.877510;-0.086562;0.273318
0.642107;2.391362;-0.469721;0.437793
0.434684;2.365280;-0.310148;0.304563
0.615920;2.422551;-0.463441;0.405684
0.714461;0.898753;0.444813;0.559102
0.664400;1.347530;0.147109;0.647909
0.481950;0.545349;0.412042;0.249996
0.641566;6.115814;0.632601;-0.106879
0.506888;0.771795;0.363266;0.353515
0.896760;5.511705;0.642869;-0.625219
0.840681;1.318545;0.209821;0.814076
0.833395;3.122957;-0.833251;0.015530
0.858787;4.514664;-0.168700;-0.842054
0.817931;5.236752;0.409507;-0.708036
0.820897;0.891169;0.515936;0.638500
0.876507;1.711672;-0.123070;0.867824
0.663814;4.378871;-0.217312;-0.627236
0.411546;0.917043;0.250290;0.326688
0.767930;3.447754;-0.732220;-0.231454
0.218781;0.629393;0.176859;0.128786
0.456202;0.035462;0.455915;0.016175
0.560925;6.011431;0.540340;-0.150564
0.780251;4.563126;-0.116031;-0.771576
0.964423;5.439523;0.641082;-0.720503
0.604509;1.574830;-0.002438;0.604504
0.861941;0.453489;0.774819;0.377620
0.988356;2.748837;-0.913101;0.378279
0.292508;4.488475;-0.064951;-0.285206
0.819984;4.741116;0.023552;-0.819646
0.253318;5.419863;0.164635;-0.192523
0.946787;2.191500;-0.550659;0.770183
0.807076;5.362121;0.488259;-0.642631
0.749706;5.156868;0.322364;-0.676861
0.999680;0.953637;0.578536;0.815265
0.941180;0.296723;0.900050;0.275190
0.876527;0.590249;0.728220;0.487846
0.754468;0.521102;0.654328;0.375602
0.753022;1.118495;0.329098;0.677301
0.570555;3.123705;-0.570464;0.010206
0.748394;1.302605;0.198315;0.721640
0.513953;1.904031;-0.168115;0.485680
0.892101;1.514223;0.050443;0.890674
0.506832;5.538031;0.372513;-0.343675
0.686812;2.799819;-0.647088;0.230191
0.390295;3.367040;-0.380418;-0.087247
0.908050;0.306217;0.865808;0.273735
0.633262;2.990338;-0.626032;0.095419
0.646913;6.051210;0.629585;-0.148725
0.544672;2.625467;-0.473722;0.268804
0.794486;1.146612;0.326992;0.724075
0.990674;2.510177;-0.799664;0.584783
0.890383;3.459874;-0.845663;-0.278632
0.999398;5.505176;0.711883;-0.701440
0.494997;5.282155;0.267019;-0.416801
0.611007;5.058687;0.207387;-0.574735
0.219082;0.966536;0.124472;0.180288
0.790255;5.302010;0.439418;-0.656822
0.628351;2.499036;-0.503037;0.376535
0.491527;5.444606;0.328596;-0.365546
0.918335;2.475129;-0.721823;0.567724
0.958525;4.196508;-0.472842;-0.833781
0.979294;5.253642;0.504542;-0.839318
0.812511;2.371990;-0.583535;0.565385
0.561762;6.012016;0.541234;-0.150473
0.891835;5.948819;0.842444;-0.292674
0.809743;1.841954;-0.216887;0.780156
0.928786;6.062124;0.906185;-0.203650
0.600137;5.412587;0.386710;-0.458933
0.917057;3.802496;-0.723960;-0.562917
0.837927;4.590967;-0.101493;-0.831757
0.962629;1.674280;-0.099439;0.957479
0.940481;3.463022;-0.892314;-0.297119
0.332133;4.999418;0.094028;-0.318545
0.974111;2.211122;-0.581989;0.781141
0.813768;1.938884;-0.292820;0.759259
0.512047;0.611605;0.419227;0.294008
0.702019;1.389897;0.126303;0.690563
0.670698;0.961353;0.383915;0.549950
0.773772;4.809226;0.074812;-0.770147
0.791327;2.476166;-0.622500;0.488562
0.478067;5.015452;0.142677;-0.456280
0.451223;0.572976;0.379159;0.244624
0.873528;3.542253;-0.804348;-0.340699
0.684824;3.795327;-0.543626;-0.416479
0.827832;1.075084;0.393765;0.728186
0.922536;3.845052;-0.703534;-0.596751
0.661495;4.621767;-0.059864;-0.658781
0.824299;0.403632;0.758059;0.323752
0.728875;3.948109;-0.504394;-0.526161
0.965662;4.459987;-0.241155;-0.935065
0.673273;1.223305;0.229276;0.633031
0.568790;2.905841;-0.553057;0.132854
0.644906;4.859152;0.094309;-0.637973
0.784527;0.091910;0.781216;0.072005
0.234781;4.762868;0.011847;-0.234482
0.961808;1.782351;-0.201961;0.940365
0.745834;4.052831;-0.457023;-0.589405
0.612261;2.006353;-0.258322;0.555097
0.456941;5.302047;0.254094;-0.379778
0.663112;2.578952;-0.560893;0.353718
0.728907;5.071429;0.256120;-0.682428
0.149706;3.048809;-0.149062;0.013870
0.736695;4.410049;-0.219355;-0.703280
0.741264;3.709159;-0.625043;-0.398490
0.920105;6.272680;0.920055;-0.009666
0.903611;5.128606;0.365333;-0.826465
0.439344;0.879860;0.279976;0.338580
0.527941;0.787151;0.372656;0.373965
0.655549;2.579606;-0.554724;0.349321
0.810098;3.046503;-0.806438;0.076916
0.410600;3.652623;-0.358142;-0.200815
0.876662;4.554436;-0.137896;-0.865749
0.475775;4.145344;-0.255559;-0.401313
0.748688;5.978508;0.714206;-0.224596
0.141248;3.245919;-0.140480;-0.014709
0.601633;0.424794;0.548162;0.247953
0.568988;5.659435;0.461844;-0.332336
0.743533;2.405323;-0.550942;0.499304
0.776278;3.887193;-0.570317;-0.526637
0.699644;6.066761;0.683323;-0.150241
0.365166;1.922749;-0.125884;0.342782
0.884193;2.050637;-0.408177;0.784340
0.981020;3.624594;-0.868797;-0.455624
0.983870;2.463926;-0.766472;0.616864
0.993695;3.922341;-0.705908;-0.699374
0.627187;0.980309;0.349197;0.520985
0.849674;4.261589;-0.370191;-0.764791
0.630265;2.919545;-0.614791;0.138802
0.581382;2.978984;-0.573713;0.094122
0.645112;5.493446;0.454178;-0.458139
0.712093;1.850298;-0.196450;0.684459
0.970524;5.220221;0.471951;-0.848045
0.441827;0.069812;0.440751;0.030820
0.854398;1.973995;-0.335234;0.785885
0.382268;1.379147;0.072814;0.375269
0.892232;1.756000;-0.164301;0.876974
0.204609;3.630902;-0.180600;-0.096170
0.349567;0.026810;0.349441;0.009371
0.393380;0.566731;0.331879;0.211197
0.629613;0.893331;0.394654;0.490572
0.845257;4.962315;0.209060;-0.818995
0.902525;2.742014;-0.831428;0.351110
0.684128;4.575026;-0.093679;-0.677684
0.949244;2.025624;-0.417010;0.852741
0.449731;5.237575;0.225484;-0.389121
